driverId,week,hours-logged,miles-logged
39,46,57,2697
39,47,53,2667
39,48,53,2740
39,49,58,2694
39,50,60,2722
39,51,48,2742
39,52,50,2773
40,1,55,2695
40,2,60,2764
40,3,47,2727
40,4,55,2612
40,5,54,2699
40,6,60,2505
40,7,59,2547
40,8,51,2564
40,9,48,2753
40,10,46,2731
40,11,58,2676
40,12,54,2512
40,13,46,2730
40,14,56,2759
40,15,52,2799
40,16,55,2594
40,17,55,2615
40,18,45,2602
40,19,45,2748
40,20,50,2610
40,21,53,2642
40,22,55,2698
40,23,48,2577
40,24,47,2644
40,25,48,2580
40,26,53,2541
40,27,46,2583
40,28,59,2638
40,29,46,2510
40,30,51,2548
40,31,45,2786
40,32,48,2501
40,33,48,2726
40,34,45,2631
40,35,49,2501
40,36,49,2516
40,37,58,2741
40,38,50,2696
40,39,59,2518
40,40,49,2697
40,41,48,2669
40,42,49,2594
40,43,56,2693
40,44,57,2567
40,45,55,2509
40,46,50,2731
40,47,59,2732
40,48,60,2558
40,49,50,2615
40,50,58,2575
40,51,46,2550
40,52,55,2622
41,1,54,2622
41,2,49,2555
41,3,55,2700
41,4,46,2641
41,5,58,2791
41,6,59,2799
41,7,56,2573
41,8,60,2751
41,9,57,2746
41,10,46,2592
41,11,50,2629
41,12,57,2638
41,13,47,2593
41,14,60,2567
41,15,47,2800
41,16,52,2706
41,17,54,2752
41,18,60,2765
41,19,51,2702
41,20,54,2578
41,21,51,2733
41,22,54,2728
41,23,47,2547
41,24,53,2595
41,25,51,2648
41,26,58,2580
41,27,47,2536
41,28,49,2638
41,29,56,2679
41,30,46,2716
41,31,46,2723
41,32,45,2748
41,33,49,2677
41,34,53,2730
41,35,53,2588
41,36,58,2688
41,37,52,2655
41,38,45,2569
41,39,47,2630
41,40,48,2641
41,41,50,2798
41,42,55,2591
41,43,58,2689
41,44,47,2632
41,45,60,2577
41,46,48,2536
41,47,60,2772
41,48,58,2615
41,49,58,2749
41,50,49,2604
41,51,45,2610
41,52,55,2685
42,1,50,2577
42,2,50,2727
42,3,55,2616
42,4,60,2552
42,5,50,2538
42,6,55,2523
42,7,45,2541
42,8,57,2671
42,9,46,2771
42,10,55,2612
42,11,55,2520
42,12,52,2556
42,13,45,2652
42,14,47,2606
42,15,59,2788
42,16,45,2602
42,17,58,2674
42,18,55,2628
42,19,60,2659
42,20,45,2564
42,21,48,2620
42,22,55,2543
42,23,45,2583
42,24,48,2526
42,25,46,2587
42,26,56,2792
42,27,47,2706
42,28,50,2629
42,29,52,2565
42,30,56,2540
42,31,50,2577
42,32,51,2764
42,33,49,2711
42,34,48,2656
42,35,57,2554
42,36,56,2612
42,37,48,2550
42,38,55,2527
42,39,57,2723
42,40,55,2728
42,41,50,2557
42,42,53,2773
42,43,55,2786
42,44,54,2638
42,45,57,2542
42,46,48,2526
42,47,50,2795
42,48,53,2609
42,49,58,2584
42,50,48,2692
42,51,50,2566
42,52,48,2735
43,1,46,2622
43,2,47,2688
43,3,50,2544
43,4,56,2573
43,5,54,2691
43,6,52,2796
43,7,53,2564
43,8,58,2624
43,9,50,2528
43,10,57,2721
43,11,51,2722
43,12,59,2681
43,13,52,2683
43,14,46,2663
43,15,53,2579
43,16,56,2519
43,17,54,2584
43,18,47,2665
43,19,55,2511
43,20,60,2677
43,21,52,2585
43,22,60,2719
43,23,48,2655
43,24,48,2641
43,25,53,2512
43,26,48,2612
43,27,58,2614
43,28,60,2551
43,29,55,2682
43,30,49,2504
43,31,51,2701
43,32,57,2554
43,33,52,2730
43,34,54,2783
43,35,51,2681
43,36,51,2655
43,37,46,2629
43,38,58,2739
43,39,47,2535
43,40,50,2512
43,41,51,2701
43,42,55,2538
43,43,58,2775
43,44,56,2545
43,45,46,2671
43,46,57,2680
43,47,50,2572
43,48,52,2517
43,49,56,2743
43,50,59,2665
43,51,58,2593
43,52,48,2764
